index,Товар,Ссылка,Штрихкод,РодительскяГруппаТоваров,ГруппаТоваров,path,Номер полки
1526,Суп томатный с морепродуктами Айс,https://vkusvill.ru/upload/resize/238843/238843_250x250x70.jpg,2100100139964,Айс ВкусВилл,Супы айс,26/1526.jpg,айс
2362,Суп-пюре из тыквы Айс,https://vkusvill.ru/upload/resize/240813/240813_250x250x70.jpg,2100100156336,Айс ВкусВилл,Супы айс,62/2362.jpg,айс
492,Борщ с курицей 1 кг Айс,https://vkusvill.ru/upload/resize/236754/236754_250x250x70.jpg,2100100138059,Айс ВкусВилл,Суп на компанию айс,92/492.jpg,айс
790,Суп солянка 1 кг Айс,https://vkusvill.ru/upload/resize/237332/237332_250x250x70.jpg,4630053492826,Айс ВкусВилл,Суп на компанию айс,90/790.jpg,айс
792,Суп лапша куриная 1 кг Айс,https://vkusvill.ru/upload/resize/237334/237334_250x250x70.jpg,4630053492857,Айс ВкусВилл,Суп на компанию айс,92/792.jpg,айс
795,Щи со шпинатом Айс,https://vkusvill.ru/upload/resize/237337/237337_250x250x70.jpg,2100100168377,Айс ВкусВилл,Суп на компанию айс,95/795.jpg,айс
1113,Суп-пюре с грибами 1 кг Айс,https://vkusvill.ru/upload/resize/237973/237973_250x250x70.jpg,2100100138028,Айс ВкусВилл,Суп на компанию айс,13/1113.jpg,айс
1115,Суп гороховый с копч. 1 кг Айс,https://vkusvill.ru/upload/resize/237975/237975_250x250x70.jpg,2100100138073,Айс ВкусВилл,Суп на компанию айс,15/1115.jpg,айс
1118,Борщ вегетарианский 1кг Айс,https://vkusvill.ru/upload/resize/237978/237978_250x250x70.jpg,2100100160876,Айс ВкусВилл,Суп на компанию айс,18/1118.jpg,айс
1119,Суп Щи из свежей капусты Айс,https://vkusvill.ru/upload/resize/237979/237979_250x250x70.jpg,2100100168384,Айс ВкусВилл,Суп на компанию айс,19/1119.jpg,айс
1274,Бульон куриный 1 л Айс,https://vkusvill.ru/upload/resize/238311/238311_250x250x70.jpg,4630053492390,Айс ВкусВилл,Суп на компанию айс,74/1274.jpg,айс
495,Хлебцы ржаные запеченные,https://vkusvill.ru/upload/resize/248471/248471_530x300x85_c.jpg,2100100129910,Хлеб,"Хлебцы, сухарики, галеты, крекеры",95/495.jpg,"16,  17, 20"
496,Хлебцы с черносливом и изюмом,https://vkusvill.ru/upload/resize/248477/248477_530x300x85_c.jpg,2100100093235,Хлеб,"Хлебцы, сухарики, галеты, крекеры",96/496.jpg,"16,  17, 20"
497,Хлебцы гречневые запеченные,https://vkusvill.ru/upload/resize/248447/248447_530x300x85_c.jpg,2100100129903,Хлеб,"Хлебцы, сухарики, галеты, крекеры",97/497.jpg,"16,  17, 20"
800,Хлебцы с чесноком и луком,https://vkusvill.ru/upload/resize/248467/248467_530x300x85_c.jpg,2100100006143,Хлеб,"Хлебцы, сухарики, галеты, крекеры",00/800.jpg,"16,  17, 20"
802,Хлебцы из полбы,https://vkusvill.ru/upload/resize/248427/248427_530x300x85_c.jpg,2100100135522,Хлеб,"Хлебцы, сухарики, галеты, крекеры",02/802.jpg,"16,  17, 20"
1041,Сушки мини с солью,https://vkusvill.ru/upload/resize/237816/237816_250x250x70.jpg,2100100118952,Хлеб,"Хлебцы, сухарики, галеты, крекеры",41/1041.jpg,"16,  17, 20"
1123,Хлебцы томатные,https://vkusvill.ru/upload/resize/237984/237984_250x250x70.jpg,2100100001902,Хлеб,"Хлебцы, сухарики, галеты, крекеры",23/1123.jpg,"16,  17, 20"
1124,Хлебцы без добавок,https://vkusvill.ru/upload/resize/237986/237986_250x250x70.jpg,2100100006129,Хлеб,"Хлебцы, сухарики, галеты, крекеры",24/1124.jpg,"16,  17, 20"
1125,"Хлебцы овощные ""Мечта парижанки""",https://vkusvill.ru/upload/resize/237989/237989_250x250x70.jpg,2100100112714,Хлеб,"Хлебцы, сухарики, галеты, крекеры",25/1125.jpg,"16,  17, 20"
1422,Палочки хрустящие с солью,https://vkusvill.ru/upload/resize/238633/238633_250x250x70.jpg,2100100054335,Хлеб,"Хлебцы, сухарики, галеты, крекеры",22/1422.jpg,"16,  17, 20"
1423,Сушка цельнозерновая с конопляной мукой,https://vkusvill.ru/upload/resize/238634/238634_250x250x70.jpg,2100100093860,Хлеб,"Хлебцы, сухарики, галеты, крекеры",23/1423.jpg,"16,  17, 20"
1427,Тарталетки вафельные,https://vkusvill.ru/upload/resize/238652/238652_250x250x70.jpg,2100100152703,Хлеб,"Хлебцы, сухарики, галеты, крекеры",27/1427.jpg,"16,  17, 20"
1428,Сухарики пшен-ржаные с укропом и солью,https://vkusvill.ru/upload/resize/238653/238653_250x250x70.jpg,2100100173678,Хлеб,"Хлебцы, сухарики, галеты, крекеры",28/1428.jpg,"16,  17, 20"
1431,"Хлебцы пшеничные с зеленью, 30 г",https://vkusvill.ru/upload/resize/238656/238656_250x250x70.jpg,2100100105099,Хлеб,"Хлебцы, сухарики, галеты, крекеры",31/1431.jpg,"16,  17, 20"
1432,"Хлебцы ""Кукурузные"" с паприкой",https://vkusvill.ru/upload/resize/238657/238657_250x250x70.jpg,2100100096281,Хлеб,"Хлебцы, сухарики, галеты, крекеры",32/1432.jpg,"16,  17, 20"
1433,Хлебцы с прованскими травами,https://vkusvill.ru/upload/resize/238659/238659_250x250x70.jpg,2100100044138,Хлеб,"Хлебцы, сухарики, галеты, крекеры",33/1433.jpg,"16,  17, 20"
1434,Сухарики пшеничные,https://vkusvill.ru/upload/resize/238660/238660_250x250x70.jpg,2100100011536,Хлеб,"Хлебцы, сухарики, галеты, крекеры",34/1434.jpg,"16,  17, 20"
1706,Хлебцы с клетчаткой и луком,https://vkusvill.ru/upload/resize/239263/239263_250x250x70.jpg,2100100001476,Хлеб,"Хлебцы, сухарики, галеты, крекеры",06/1706.jpg,"16,  17, 20"
1707,Хлебцы ржано-отрубные,https://vkusvill.ru/upload/resize/239264/239264_250x250x70.jpg,2100100001469,Хлеб,"Хлебцы, сухарики, галеты, крекеры",07/1707.jpg,"16,  17, 20"
1708,Сухарики пшеничные с паприкой и солью,https://vkusvill.ru/upload/resize/239266/239266_250x250x70.jpg,2100100173685,Хлеб,"Хлебцы, сухарики, галеты, крекеры",08/1708.jpg,"16,  17, 20"
1709,"Хлебцы ""Рисовые с кунжутом"" с морской солью",https://vkusvill.ru/upload/resize/239268/239268_250x250x70.jpg,4670014402396,Хлеб,"Хлебцы, сухарики, галеты, крекеры",09/1709.jpg,"16,  17, 20"
1710,"Хлебцы льняные ""Морские""",https://vkusvill.ru/upload/resize/239270/239270_250x250x70.jpg,2100100031336,Хлеб,"Хлебцы, сухарики, галеты, крекеры",10/1710.jpg,"16,  17, 20"
1976,"Сушки ""Малютка"" челночок овсяные",https://vkusvill.ru/upload/resize/239873/239873_250x250x70.jpg,2100100080914,Хлеб,"Хлебцы, сухарики, галеты, крекеры",76/1976.jpg,"16,  17, 20"
1979,Хлебцы пшеничные,https://vkusvill.ru/upload/resize/239887/239887_250x250x70.jpg,2100100034245,Хлеб,"Хлебцы, сухарики, галеты, крекеры",79/1979.jpg,"16,  17, 20"
1981,"Хлебцы ""Гречневые"" с морской солью",https://vkusvill.ru/upload/resize/239890/239890_250x250x70.jpg,4670014402389,Хлеб,"Хлебцы, сухарики, галеты, крекеры",81/1981.jpg,"16,  17, 20"
1982,"Хлебцы овощные ""Секрет Клеопатры""",https://vkusvill.ru/upload/resize/239891/239891_250x250x70.jpg,2100100031350,Хлеб,"Хлебцы, сухарики, галеты, крекеры",82/1982.jpg,"16,  17, 20"
2147,Сушка цельнозерновая со льном,https://vkusvill.ru/upload/resize/240269/240269_250x250x70.jpg,2100100093884,Хлеб,"Хлебцы, сухарики, галеты, крекеры",47/2147.jpg,"16,  17, 20"
2294,Хлебцы кукурузные,https://vkusvill.ru/upload/resize/240655/240655_250x250x70.jpg,2100100068684,Хлеб,"Хлебцы, сухарики, галеты, крекеры",94/2294.jpg,"16,  17, 20"
2497,Хлебцы с томатом и базиликом,https://vkusvill.ru/upload/resize/241111/241111_250x250x70.jpg,2100100170363,Хлеб,"Хлебцы, сухарики, галеты, крекеры",97/2497.jpg,"16,  17, 20"
2636,Хлебцы с аджикой,https://vkusvill.ru/upload/resize/241435/241435_250x250x70.jpg,2100100086787,Хлеб,"Хлебцы, сухарики, галеты, крекеры",36/2636.jpg,"16,  17, 20"
2776,"Баранки ""Горчичные""",https://vkusvill.ru/upload/resize/241776/241776_250x250x70.jpg,2100100127718,Хлеб,"Хлебцы, сухарики, галеты, крекеры",76/2776.jpg,"16,  17, 20"
3396,Хлебцы с тмином,https://vkusvill.ru/upload/resize/247086/247086_250x250x70.jpg,2100100163099,Хлеб,"Хлебцы, сухарики, галеты, крекеры",96/3396.jpg,"16,  17, 20"
3615,Баранки с маком,https://vkusvill.ru/upload/resize/93171/93171_250x250x70.jpg,2100100054397,Хлеб,"Хлебцы, сухарики, галеты, крекеры",15/3615.jpg,"16,  17, 20"
3619,"Баранки ""Молочные""",https://vkusvill.ru/upload/resize/93189/93189_250x250x70.jpg,2100100100469,Хлеб,"Хлебцы, сухарики, галеты, крекеры",19/3619.jpg,"16,  17, 20"
3674,"Сушки простые ""Малышка""",https://vkusvill.ru/upload/resize/93734/93734_250x250x70.jpg,2100100054311,Хлеб,"Хлебцы, сухарики, галеты, крекеры",74/3674.jpg,"16,  17, 20"
3675,Палочки хрустящие с маком,https://vkusvill.ru/upload/resize/93738/93738_250x250x70.jpg,2100100054359,Хлеб,"Хлебцы, сухарики, галеты, крекеры",75/3675.jpg,"16,  17, 20"
3676,"Сушки с ванилью ""Малышка""",https://vkusvill.ru/upload/resize/93740/93740_250x250x70.jpg,2100100054373,Хлеб,"Хлебцы, сухарики, галеты, крекеры",76/3676.jpg,"16,  17, 20"
3749,Сухарики ржаные с чесноком,https://vkusvill.ru/upload/resize/94234/94234_250x250x70.jpg,2100100009540,Хлеб,"Хлебцы, сухарики, галеты, крекеры",49/3749.jpg,"16,  17, 20"
4011,"Сухари мини ""Московские""",https://vkusvill.ru/upload/resize/95880/95880_250x250x70.jpg,2100100039738,Хлеб,"Хлебцы, сухарики, галеты, крекеры",11/4011.jpg,"16,  17, 20"
4014,"Сухари ""Сахарные""",https://vkusvill.ru/upload/resize/95914/95914_250x250x70.jpg,2100100065935,Хлеб,"Хлебцы, сухарики, галеты, крекеры",14/4014.jpg,"16,  17, 20"
498,Паштет домашний с маслом,https://vkusvill.ru/upload/resize/236766/236766_250x250x70.jpg,3015700,Мясные деликатесы. Колбасы,Паштеты.Заливное.Холодец,98/498.jpg,29
499,Паштет из томленой утки,https://vkusvill.ru/upload/resize/236767/236767_250x250x70.jpg,2100100148713,Мясные деликатесы. Колбасы,Паштеты.Заливное.Холодец,99/499.jpg,29
803,Паштет из утиной печени с персиками,https://vkusvill.ru/upload/resize/237348/237348_250x250x70.jpg,2100100156633,Мясные деликатесы. Колбасы,Паштеты.Заливное.Холодец,03/803.jpg,29
804,Пате-мусс из утиной печени,https://vkusvill.ru/upload/resize/237350/237350_250x250x70.jpg,2100100156640,Мясные деликатесы. Колбасы,Паштеты.Заливное.Холодец,04/804.jpg,29
805,Паштет куриный (грибы и прованские травы),https://vkusvill.ru/upload/resize/237351/237351_250x250x70.jpg,2100100149642,Мясные деликатесы. Колбасы,Паштеты.Заливное.Холодец,05/805.jpg,29
